sample_id,scenario,true_K,method,display_name,set_rmse,set_mae,k_hat,k_acc,k_abs_err,outlier_5deg
U2_clean_K2#0089,U2_clean_K2,2,FROST-DOA,FROST-DOA,0.1885183450111195,0.1540348323701348,2,1.0,0,0.0
U2_clean_K2#0090,U2_clean_K2,2,FROST-DOA,FROST-DOA,0.8454876915094237,0.7896181388976196,2,1.0,0,0.0
U2_clean_K2#0091,U2_clean_K2,2,FROST-DOA,FROST-DOA,0.1484349760507295,0.1384727113858392,2,1.0,0,0.0
U2_clean_K2#0092,U2_clean_K2,2,FROST-DOA,FROST-DOA,0.0512129911000778,0.0493092272616317,2,1.0,0,0.0
U2_clean_K2#0093,U2_clean_K2,2,FROST-DOA,FROST-DOA,0.0602832931137701,0.0596053616510063,2,1.0,0,0.0
U2_clean_K2#0094,U2_clean_K2,2,FROST-DOA,FROST-DOA,0.2981873632601552,0.2541234740936873,2,1.0,0,0.0
U2_clean_K2#0095,U2_clean_K2,2,FROST-DOA,FROST-DOA,0.0998165392237673,0.0754001085160167,2,1.0,0,0.0
U2_clean_K2#0096,U2_clean_K2,2,FROST-DOA,FROST-DOA,0.2067569631267024,0.1491020558464502,2,1.0,0,0.0
U2_clean_K2#0097,U2_clean_K2,2,FROST-DOA,FROST-DOA,0.2489505023707292,0.2118945522976814,2,1.0,0,0.0
U2_clean_K2#0098,U2_clean_K2,2,FROST-DOA,FROST-DOA,0.3303727963794015,0.2437103207955067,2,1.0,0,0.0
U2_clean_K2#0099,U2_clean_K2,2,FROST-DOA,FROST-DOA,0.1171161454323584,0.1069239861227431,2,1.0,0,0.0
U3_clean_K3#0000,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.3709500296120813,0.3534746607439262,3,1.0,0,0.0
U3_clean_K3#0001,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.2708898916494697,0.2344382954889277,3,1.0,0,0.0
U3_clean_K3#0002,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.1605816892471318,0.134548594455507,3,1.0,0,0.0
U3_clean_K3#0003,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.2752803851755799,0.2043729356433762,3,1.0,0,0.0
U3_clean_K3#0004,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.4954662103134927,0.4831849199212996,3,1.0,0,0.0
U3_clean_K3#0005,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.1957315113555891,0.1756493598220589,3,1.0,0,0.0
U3_clean_K3#0006,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.7826159666315599,0.7635055520396984,3,1.0,0,0.0
U3_clean_K3#0007,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.4476766250608158,0.3417290545061142,3,1.0,0,0.0
U3_clean_K3#0008,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.4508040466951308,0.4460716744257122,3,1.0,0,0.0
U3_clean_K3#0009,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.1850205699796307,0.1747916553609047,3,1.0,0,0.0
U3_clean_K3#0010,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.3233302412622134,0.2252213919092499,3,1.0,0,0.0
U3_clean_K3#0011,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.8052905884118912,0.7953633927115101,3,1.0,0,0.0
U3_clean_K3#0012,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.3081829027129111,0.2495311707374246,3,1.0,0,0.0
U3_clean_K3#0013,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.7759743867830197,0.6960586683278885,3,1.0,0,0.0
U3_clean_K3#0014,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.4541211095850518,0.3829846846081552,3,1.0,0,0.0
U3_clean_K3#0015,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.3439661495329482,0.3152415517668343,3,1.0,0,0.0
U3_clean_K3#0016,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.3617583979223836,0.322858904932758,3,1.0,0,0.0
U3_clean_K3#0017,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.1488449891477745,0.1233088131739229,3,1.0,0,0.0
U3_clean_K3#0018,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.2668582871438122,0.252960032368815,3,1.0,0,0.0
U3_clean_K3#0019,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.2217417420329001,0.2149075563163739,3,1.0,0,0.0
U3_clean_K3#0020,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.2137502892584868,0.1781428263155252,3,1.0,0,0.0
U3_clean_K3#0021,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.4036176649593307,0.3648385934260242,3,1.0,0,0.0
U3_clean_K3#0022,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.5405167690154513,0.4526514011094485,3,1.0,0,0.0
U3_clean_K3#0023,U3_clean_K3,3,FROST-DOA,FROST-DOA,1.4676023846602508,1.2524186719687538,3,1.0,0,0.0
U3_clean_K3#0024,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.1342000819656421,0.1061117389061091,3,1.0,0,0.0
U3_clean_K3#0025,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.2451944968763649,0.2123921373902252,3,1.0,0,0.0
U3_clean_K3#0026,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.183595875563238,0.1301801545835808,3,1.0,0,0.0
U3_clean_K3#0027,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.1623040318656724,0.13947924947769,3,1.0,0,0.0
U3_clean_K3#0028,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.2633465240943242,0.2355743297336093,3,1.0,0,0.0
U3_clean_K3#0029,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.3462710860187555,0.2834646816507487,3,1.0,0,0.0
U3_clean_K3#0030,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.0831148508246713,0.0708192681544469,3,1.0,0,0.0
U3_clean_K3#0031,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.5096161417554201,0.4859611732851441,3,1.0,0,0.0
U3_clean_K3#0032,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.7167609557070791,0.6666168893265597,3,1.0,0,0.0
U3_clean_K3#0033,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.1832084477741043,0.1783483395993198,3,1.0,0,0.0
U3_clean_K3#0034,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.2272212218533103,0.1563056128470954,3,1.0,0,0.0
U3_clean_K3#0035,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.4151387109768227,0.3520797560782558,3,1.0,0,0.0
U3_clean_K3#0036,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.1022967692255864,0.1013590729259104,3,1.0,0,0.0
U3_clean_K3#0037,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.0613217566825471,0.0591184083146603,3,1.0,0,0.0
U3_clean_K3#0038,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.9360473768853822,0.8456550026498905,3,1.0,0,0.0
U3_clean_K3#0039,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.1114744160188769,0.0865995434822165,3,1.0,0,0.0
U3_clean_K3#0040,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.200325409288082,0.165464006284752,3,1.0,0,0.0
U3_clean_K3#0041,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.6947493059291929,0.6559072893093413,3,1.0,0,0.0
U3_clean_K3#0042,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.1716088831801737,0.1630600789566347,3,1.0,0,0.0
U3_clean_K3#0043,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.2585070591260838,0.2139429247183929,3,1.0,0,0.0
U3_clean_K3#0044,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.8105429638740641,0.6940109555652422,3,1.0,0,0.0
U3_clean_K3#0045,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.4300123409440426,0.408994611666003,3,1.0,0,0.0
U3_clean_K3#0046,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.1463063269667232,0.1101119241846084,3,1.0,0,0.0
U3_clean_K3#0047,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.1288244196621284,0.1116369072028919,3,1.0,0,0.0
U3_clean_K3#0048,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.6381289506200265,0.5081449855408996,3,1.0,0,0.0
U3_clean_K3#0049,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.304050579715309,0.259718669353458,3,1.0,0,0.0
U3_clean_K3#0050,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.4805524119026616,0.4058070714687917,3,1.0,0,0.0
U3_clean_K3#0051,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.6262771416480359,0.485232259582902,3,1.0,0,0.0
U3_clean_K3#0052,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.5505022966486366,0.5010694445277428,3,1.0,0,0.0
U3_clean_K3#0053,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.202473490347291,0.1753069837198761,3,1.0,0,0.0
U3_clean_K3#0054,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.3645768988829276,0.3480742780504915,3,1.0,0,0.0
U3_clean_K3#0055,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.1967913044078097,0.1846596522836335,3,1.0,0,0.0
U3_clean_K3#0056,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.27088023470739,0.2346245986882641,3,1.0,0,0.0
U3_clean_K3#0057,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.1426403483712298,0.1073069215584655,3,1.0,0,0.0
U3_clean_K3#0058,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.1766877568832131,0.1349612341170095,3,1.0,0,0.0
U3_clean_K3#0059,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.4574189725671137,0.4330052263783361,3,1.0,0,0.0
U3_clean_K3#0060,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.3391818691374596,0.3310829231150105,3,1.0,0,0.0
U3_clean_K3#0061,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.3409778720327714,0.2840129281421847,3,1.0,0,0.0
U3_clean_K3#0062,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.4657975594653184,0.381177824181228,3,1.0,0,0.0
U3_clean_K3#0063,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.4084243900240161,0.3576967931179447,3,1.0,0,0.0
U3_clean_K3#0064,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.3801873435762542,0.3098879213299224,3,1.0,0,0.0
U3_clean_K3#0065,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.2718653804210158,0.2458314286872388,3,1.0,0,0.0
U3_clean_K3#0066,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.5623193136115843,0.5398496366074254,3,1.0,0,0.0
U3_clean_K3#0067,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.5158827829267498,0.445570174593391,3,1.0,0,0.0
U3_clean_K3#0068,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.1954411868411109,0.1695907310888979,3,1.0,0,0.0
U3_clean_K3#0069,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.0830830181940397,0.0804862134591015,3,1.0,0,0.0
U3_clean_K3#0070,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.199581850745917,0.1475558197579977,3,1.0,0,0.0
U3_clean_K3#0071,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.4505643084345386,0.4272450999668583,3,1.0,0,0.0
U3_clean_K3#0072,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.332560177285905,0.2085866421127112,3,1.0,0,0.0
U3_clean_K3#0073,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.30656773800338,0.1993864094504596,3,1.0,0,0.0
U3_clean_K3#0074,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.4887676916720897,0.4571578986553574,3,1.0,0,0.0
U3_clean_K3#0075,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.1186110579699419,0.0731072838469154,3,1.0,0,0.0
U3_clean_K3#0076,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.2287613581814541,0.1607876830568173,3,1.0,0,0.0
U3_clean_K3#0077,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.2725215227134622,0.2216622411375383,3,1.0,0,0.0
U3_clean_K3#0078,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.0480693580037951,0.0441253862272477,3,1.0,0,0.0
U3_clean_K3#0079,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.7763695838535857,0.7193319618462617,3,1.0,0,0.0
U3_clean_K3#0080,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.3399937145181614,0.3259483614030752,3,1.0,0,0.0
U3_clean_K3#0081,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.2789550280005106,0.2333692735787345,3,1.0,0,0.0
U3_clean_K3#0082,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.1365406668377689,0.1102211676663523,3,1.0,0,0.0
U3_clean_K3#0083,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.7563393736596069,0.7111910203828321,3,1.0,0,0.0
U3_clean_K3#0084,U3_clean_K3,3,FROST-DOA,FROST-DOA,1.7264387570763056,1.4668489839399548,3,1.0,0,0.0
U3_clean_K3#0085,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.4949470892931986,0.3730576674401907,3,1.0,0,0.0
U3_clean_K3#0086,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.0492011344882764,0.0491572332587852,3,1.0,0,0.0
U3_clean_K3#0087,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.1875269559875228,0.1739365757803659,3,1.0,0,0.0
U3_clean_K3#0088,U3_clean_K3,3,FROST-DOA,FROST-DOA,2.4921262924803744,2.1137846222119685,3,1.0,0,0.0
U3_clean_K3#0089,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.1528703303424627,0.1481462328017902,3,1.0,0,0.0
U3_clean_K3#0090,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.2945065623076195,0.2455285534474798,3,1.0,0,0.0
U3_clean_K3#0091,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.3666173380645663,0.3339020794866278,3,1.0,0,0.0
U3_clean_K3#0092,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.5117887971385522,0.4556960529655806,3,1.0,0,0.0
U3_clean_K3#0093,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.4317321678133999,0.4095699453572005,3,1.0,0,0.0
U3_clean_K3#0094,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.4593556873206714,0.4228406314734749,3,1.0,0,0.0
U3_clean_K3#0095,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.4620578170563004,0.4279725347049679,3,1.0,0,0.0
U3_clean_K3#0096,U3_clean_K3,3,FROST-DOA,FROST-DOA,1.909184758718049,1.5306827597365256,3,1.0,0,0.0
U3_clean_K3#0097,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.3638125506742835,0.2913705432473016,3,1.0,0,0.0
U3_clean_K3#0098,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.2030655894968476,0.1740588997706093,3,1.0,0,0.0
U3_clean_K3#0099,U3_clean_K3,3,FROST-DOA,FROST-DOA,0.2041418626669358,0.1824148982147738,3,1.0,0,0.0
U4_lowSNR_few_K2#0000,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,36.79489803844696,26.359685759742664,2,1.0,0,1.0
U4_lowSNR_few_K2#0001,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,15.515830176772578,12.812024521395676,3,0.0,1,1.0
U4_lowSNR_few_K2#0002,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,14.591812258040932,10.00341177068642,3,0.0,1,1.0
U4_lowSNR_few_K2#0003,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,24.00868114355145,21.2936032221868,3,0.0,1,1.0
U4_lowSNR_few_K2#0004,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,16.793404715285156,14.626703519958475,3,0.0,1,1.0
U4_lowSNR_few_K2#0005,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,19.386891040909195,15.45902926863949,2,1.0,0,1.0
U4_lowSNR_few_K2#0006,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,16.39600393465267,13.789040238421803,3,0.0,1,1.0
U4_lowSNR_few_K2#0007,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,17.677833812607233,12.553890194653484,1,0.0,1,1.0
U4_lowSNR_few_K2#0008,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,4.370021485695803,4.289012946088292,2,1.0,0,0.0
U4_lowSNR_few_K2#0009,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,38.96166819661624,34.83329374542805,2,1.0,0,1.0
U4_lowSNR_few_K2#0010,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,19.85467526965345,19.460853277403945,3,0.0,1,1.0
U4_lowSNR_few_K2#0011,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,18.71687310671634,16.848639953647655,1,0.0,1,1.0
U4_lowSNR_few_K2#0012,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,18.698869494351207,16.485364680167354,3,0.0,1,1.0
U4_lowSNR_few_K2#0013,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,21.756720099143223,18.39856690789622,3,0.0,1,1.0
U4_lowSNR_few_K2#0014,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,18.697466304432417,15.563910424546442,4,0.0,2,1.0
U4_lowSNR_few_K2#0015,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,17.309207576842304,14.955984512540804,3,0.0,1,1.0
U4_lowSNR_few_K2#0016,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,24.37190023905374,20.575362671118256,3,0.0,1,1.0
U4_lowSNR_few_K2#0017,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,28.0630366780878,25.13097087226716,3,0.0,1,1.0
U4_lowSNR_few_K2#0018,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,3.4462784615025903,2.7845820007521027,2,1.0,0,0.0
U4_lowSNR_few_K2#0019,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,21.11322600475465,18.307955875375004,4,0.0,2,1.0
U4_lowSNR_few_K2#0020,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,14.563899871781162,9.774466363799569,3,0.0,1,1.0
U4_lowSNR_few_K2#0021,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,26.769520353788845,23.342909786471846,3,0.0,1,1.0
U4_lowSNR_few_K2#0022,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,16.413469460375953,12.57180504077607,2,1.0,0,1.0
U4_lowSNR_few_K2#0023,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,15.200643167629146,12.198316816861686,3,0.0,1,1.0
U4_lowSNR_few_K2#0024,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,14.469953738767156,9.119935280796666,3,0.0,1,1.0
U4_lowSNR_few_K2#0025,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,14.440822366819283,8.700686792373263,3,0.0,1,1.0
U4_lowSNR_few_K2#0026,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,19.65120755760484,18.496464679286085,3,0.0,1,1.0
U4_lowSNR_few_K2#0027,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,29.02252254034992,22.89424219735632,3,0.0,1,1.0
U4_lowSNR_few_K2#0028,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,15.290078646940726,12.23266536900968,3,0.0,1,1.0
U4_lowSNR_few_K2#0029,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,18.205657399438724,15.57121296028616,4,0.0,2,1.0
U4_lowSNR_few_K2#0030,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,18.093841642039347,14.838544210673229,4,0.0,2,1.0
U4_lowSNR_few_K2#0031,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,14.529043043402664,9.60648418709578,3,0.0,1,1.0
U4_lowSNR_few_K2#0032,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,14.930689424955318,11.383660919309063,3,0.0,1,1.0
U4_lowSNR_few_K2#0033,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,23.23627222973025,21.95821897758925,3,0.0,1,1.0
U4_lowSNR_few_K2#0034,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,13.684066407304648,10.089993497686793,2,1.0,0,1.0
U4_lowSNR_few_K2#0035,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,17.71314636531385,13.292323847625225,1,0.0,1,1.0
U4_lowSNR_few_K2#0036,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,15.746961576028982,12.761419809444112,3,0.0,1,1.0
U4_lowSNR_few_K2#0037,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,38.3492957722729,36.13358183797271,2,1.0,0,1.0
U4_lowSNR_few_K2#0038,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,43.98478514338756,39.15752966981728,2,1.0,0,1.0
U4_lowSNR_few_K2#0039,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,25.66974227467687,20.99081699799176,3,0.0,1,1.0
U4_lowSNR_few_K2#0040,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,18.85611439627987,16.618030434842094,3,0.0,1,1.0
U4_lowSNR_few_K2#0041,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,7.6032156540217075,6.047046143027714,2,1.0,0,1.0
U4_lowSNR_few_K2#0042,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,16.11877902398233,12.98279232879684,3,0.0,1,1.0
U4_lowSNR_few_K2#0043,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,18.596813061178025,16.582980286041163,1,0.0,1,1.0
U4_lowSNR_few_K2#0044,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,14.549699464628016,9.646670554511786,3,0.0,1,1.0
U4_lowSNR_few_K2#0045,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,21.468962903707755,17.750294028760344,2,1.0,0,1.0
U4_lowSNR_few_K2#0046,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,23.31132484659605,22.89850181421794,2,1.0,0,1.0
U4_lowSNR_few_K2#0047,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,32.842867656864414,29.43314057908756,3,0.0,1,1.0
U4_lowSNR_few_K2#0048,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,14.886299850109566,11.297976941454822,3,0.0,1,1.0
U4_lowSNR_few_K2#0049,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,17.776667275864696,13.616127686019404,4,0.0,2,1.0
U4_lowSNR_few_K2#0050,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,19.48292815926364,17.833909556833575,3,0.0,1,1.0
U4_lowSNR_few_K2#0051,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,15.508275570688223,12.83378746268405,3,0.0,1,1.0
U4_lowSNR_few_K2#0052,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,24.10737697231,24.09020328736866,1,0.0,1,1.0
U4_lowSNR_few_K2#0053,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,15.790766548165076,12.632739944973777,3,0.0,1,1.0
U4_lowSNR_few_K2#0054,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,2.0896554918846286,1.912001287959317,2,1.0,0,0.0
U4_lowSNR_few_K2#0055,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,16.09232030575523,13.124705991814144,3,0.0,1,1.0
U4_lowSNR_few_K2#0056,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,15.277601676499469,12.352624955382405,3,0.0,1,1.0
U4_lowSNR_few_K2#0057,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,17.011555979689202,13.844907271319755,3,0.0,1,1.0
U4_lowSNR_few_K2#0058,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,14.573093599152978,9.96398749010114,3,0.0,1,1.0
U4_lowSNR_few_K2#0059,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,5.10210767477789,5.054691539634266,2,1.0,0,1.0
U4_lowSNR_few_K2#0060,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,21.21819027056109,17.424713268535672,3,0.0,1,1.0
U4_lowSNR_few_K2#0061,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,51.86799313081004,38.83751230940898,2,1.0,0,1.0
U4_lowSNR_few_K2#0062,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,16.28420063923424,14.08032884419004,3,0.0,1,1.0
U4_lowSNR_few_K2#0063,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,18.29085553346089,17.212270566427964,3,0.0,1,1.0
U4_lowSNR_few_K2#0064,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,14.53930196630804,9.661654780437807,3,0.0,1,1.0
U4_lowSNR_few_K2#0065,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,17.42425259928669,13.091309607142277,2,1.0,0,1.0
U4_lowSNR_few_K2#0066,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,18.440511128773533,16.936644202591946,3,0.0,1,1.0
U4_lowSNR_few_K2#0067,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,18.68896314095152,15.314902122049125,2,1.0,0,1.0
U4_lowSNR_few_K2#0068,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,15.024389796825742,11.606119327468145,3,0.0,1,1.0
U4_lowSNR_few_K2#0069,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,17.941654897144904,14.502165160107738,4,0.0,2,1.0
U4_lowSNR_few_K2#0070,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,12.982258020315058,12.78802390382275,2,1.0,0,1.0
U4_lowSNR_few_K2#0071,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,3.404201848668189,3.3972315153804225,2,1.0,0,0.0
U4_lowSNR_few_K2#0072,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,17.873545588946765,14.351304669126408,4,0.0,2,1.0
U4_lowSNR_few_K2#0073,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,22.96444630255862,20.354295348043564,3,0.0,1,1.0
U4_lowSNR_few_K2#0074,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,17.86952949091829,14.315677253403978,4,0.0,2,1.0
U4_lowSNR_few_K2#0075,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,18.215617715834256,15.598908894776892,4,0.0,2,1.0
U4_lowSNR_few_K2#0076,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,53.053363856622255,50.76789984184286,2,1.0,0,1.0
U4_lowSNR_few_K2#0077,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,44.67227273230966,33.68694969137931,3,0.0,1,1.0
U4_lowSNR_few_K2#0078,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,13.635803869017368,13.635627725255612,2,1.0,0,1.0
U4_lowSNR_few_K2#0079,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,14.677140164271677,9.995789395414112,3,0.0,1,1.0
U4_lowSNR_few_K2#0080,U4_lowSNR_few_K2,2,FROST-DOA,FROST-DOA,17.846197385348646,16.319834820388127,3,0.0,1,1.0
